"","FeatureID","PC1","PC2","PC3","ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1","ASV_2",-0.0667567050064335,0.00917421871003912,-0.0123084153529235,"ASV_2","Eukaryota","Chordata","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","unassigned"
"2","ASV_8",-0.561930944488076,-0.117058441893137,-0.231396929189367,"ASV_8","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius leucopsarus"
"3","ASV_10",0.143697700205015,-0.716592705927916,-0.128610608502963,"ASV_10","Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus","Leuroglossus schmidti"
"4","ASV_11",0.0829743322781442,-0.0740466484029691,0.0818184582192786,"ASV_11","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardinops","Sardinops melanostictus"
"5","ASV_13",-0.136104256575812,-0.0885018517819022,0.79396250827071,"ASV_13","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Diaphus","Diaphus theta"
"6","ASV_16",0.0329370320947237,0.0739803679866486,0.170260266871867,"ASV_16","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardinops","Sardinops melanostictus"
"7","ASV_19",0.0784386344617296,-0.0647577481616269,-0.0281698185178523,"ASV_19","Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Lipolagus","Lipolagus ochotensis"
"8","ASV_20",0.166158593904384,0.144698531382307,-0.0698376681429731,"ASV_20","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Paralichthyidae","Citharichthys","Citharichthys sordidus"
"9","ASV_21",-0.20921773757943,0.153786325934383,0.0146820813476312,"ASV_21","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","unassigned"
"10","ASV_23",0.0966037026274907,0.0476011142988928,-0.0549308211822954,"ASV_23","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardinops","Sardinops melanostictus"
"11","ASV_28",-0.322941966668376,0.062117394435367,-0.123669385283242,"ASV_28","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius leucopsarus"
"12","ASV_30",0.020631017823274,-0.0692298718179776,0.0681889462987534,"ASV_30","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"13","ASV_33",-0.0112095675174431,0.00823274781974423,0.0515954167536926,"ASV_33","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus pacificus"
"14","ASV_41",0.0421628041098082,0.120225600672913,-0.038151653800569,"ASV_41","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","unassigned"
"15","ASV_43",0.0204815215567397,0.168288497014133,-0.0232209916873793,"ASV_43","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","unassigned"
"16","ASV_45",0.0942515212534494,0.0410721145802008,-0.0395200158209836,"ASV_45","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Molidae","Mola","unassigned"
"17","ASV_50",0.134254909244025,0.113370596915968,-0.0689196265290946,"ASV_50","Eukaryota","Chordata","Actinopteri","Beryciformes","Melamphaidae","Scopelogadus","s_"
"18","ASV_54",0.0294014759216529,0.0133667894418912,-0.0542702439964285,"ASV_54","Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Pseudobathylagus","Pseudobathylagus milleri"
"19","ASV_61",0.0317071163151049,-0.0584965625782565,-0.0402781288286262,"ASV_61","Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"20","ASV_62",-0.0586783081406638,0.0955199956150553,-0.00793323069847476,"ASV_62","Eukaryota","Chordata","Actinopteri","unknown","Sciaenidae","Genyonemus","Genyonemus lineatus"
"21","ASV_68",0.210045356785532,0.00626235416264511,0.076370585040909,"ASV_68","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","unassigned"
